100 0.50
102 0.53
104 0.55
106 0.67
108 0.68
110 0.80
112 0.64
114 0.69
116 0.82
118 0.84
120 0.85
122 0.90
124 0.87
126 0.91
128 1.07
130 1.08
132 1.32
134 1.17
136 1.23
138 1.26
140 1.34
142 1.29
144 1.34
146 1.42
148 1.43
150 1.45
152 1.64
154 1.81
156 1.67
158 1.98
160 1.96
162 1.84
164 1.90
166 2.34
168 2.35
170 2.12
172 2.41
174 2.46
176 2.38
178 2.43
180 2.95
182 3.06
184 3.02
186 2.78
188 2.88
190 3.66
192 3.10
194 4.29
196 3.42
198 3.47
200 3.48
