0 1 -0.5
0.01 0.995 -0.499875
0.02 0.990002 -0.499702
0.03 0.985006 -0.49948
0.04 0.980012 -0.499208
0.05 0.975021 -0.498888
0.06 0.970033 -0.498518
0.07 0.965047 -0.4981
0.08 0.960068 -0.497633
0.09 0.955094 -0.497117
0.1 0.950124 -0.496552
0.11 0.945158 -0.495938
0.12 0.9402 -0.495276
0.13 0.935251 -0.494566
0.14 0.930308 -0.493806
0.15 0.925371 -0.492998
0.16 0.920441 -0.492141
0.17 0.915524 -0.491237
0.18 0.910616 -0.490284
0.19 0.905717 -0.489283
0.2 0.900824 -0.488233
0.21 0.895946 -0.487136
0.22 0.89108 -0.485992
0.23 0.886225 -0.484799
0.24 0.88138 -0.483558
0.25 0.876547 -0.48227
0.26 0.871732 -0.480935
0.27 0.866929 -0.479552
0.28 0.862138 -0.478122
0.29 0.857359 -0.476645
0.3 0.852602 -0.475122
0.31 0.847858 -0.473552
0.32 0.843129 -0.471934
0.33 0.838414 -0.47027
0.34 0.83372 -0.468561
0.35 0.829043 -0.466806
0.36 0.824383 -0.465004
0.37 0.819738 -0.463156
0.38 0.815117 -0.461263
0.39 0.810514 -0.459325
0.4 0.805929 -0.457342
0.41 0.801363 -0.455312
0.42 0.796821 -0.45324
0.43 0.792298 -0.451122
0.44 0.787795 -0.448959
0.45 0.783316 -0.446753
0.46 0.77886 -0.444503
0.47 0.774426 -0.442208
0.48 0.770013 -0.43987
0.49 0.765627 -0.437489
0.5 0.761264 -0.435065
0.51 0.756923 -0.432597
0.52 0.75261 -0.430088
0.53 0.748322 -0.427536
0.54 0.744058 -0.424942
0.55 0.739821 -0.422306
0.56 0.735612 -0.419629
0.57 0.731428 -0.416909
0.58 0.727272 -0.414149
0.59 0.723145 -0.411349
0.6 0.719045 -0.408507
0.61 0.714973 -0.405625
0.62 0.710932 -0.402704
0.63 0.706919 -0.399742
0.64 0.702936 -0.396742
0.65 0.698984 -0.393702
0.66 0.695061 -0.390623
0.67 0.69117 -0.387506
0.68 0.687311 -0.384351
0.69 0.683482 -0.381157
0.7 0.679687 -0.377927
0.71 0.675924 -0.374659
0.72 0.672193 -0.371353
0.73 0.668497 -0.368012
0.74 0.664833 -0.364634
0.75 0.661203 -0.36122
0.76 0.657609 -0.35777
0.77 0.654047 -0.354285
0.78 0.650523 -0.350765
0.79 0.647032 -0.347211
0.8 0.643578 -0.343622
0.81 0.64016 -0.339999
0.82 0.636777 -0.336342
0.83 0.633433 -0.332654
0.84 0.630125 -0.328931
0.85 0.626854 -0.325176
0.86 0.623621 -0.32139
0.87 0.620426 -0.31757
0.88 0.61727 -0.313721
0.89 0.614151 -0.30984
0.9 0.611073 -0.305928
0.91 0.608033 -0.301987
0.92 0.605033 -0.298015
0.93 0.602073 -0.294014
0.94 0.599152 -0.289984
0.95 0.596273 -0.285925
0.96 0.593434 -0.281838
0.97 0.590636 -0.277723
0.98 0.587879 -0.273581
0.99 0.585164 -0.269412
1 0.582491 -0.265216
1.01 0.57986 -0.260994
1.02 0.577271 -0.256746
1.03 0.574725 -0.252472
1.04 0.572222 -0.248174
1.05 0.569762 -0.243851
1.06 0.567345 -0.239505
1.07 0.564972 -0.235134
1.08 0.562642 -0.23074
1.09 0.560357 -0.226324
1.1 0.558116 -0.221885
1.11 0.555919 -0.217424
1.12 0.553768 -0.212941
1.13 0.551661 -0.208438
1.14 0.549599 -0.203914
1.15 0.547582 -0.199369
1.16 0.545611 -0.194805
1.17 0.543686 -0.190222
1.18 0.541807 -0.18562
1.19 0.539974 -0.181
1.2 0.538187 -0.176361
1.21 0.536447 -0.171706
1.22 0.534753 -0.167033
1.23 0.533106 -0.162344
1.24 0.531506 -0.157638
1.25 0.529954 -0.152918
1.26 0.528448 -0.148182
1.27 0.52699 -0.143431
1.28 0.525579 -0.138666
1.29 0.524217 -0.133887
