0 	 -inf 
0.01 	 -29.7806 
0.02 	 -25.2487 
0.03 	 -22.6066 
0.04 	 -20.7382 
0.05 	 -19.2938 
0.06 	 -18.1175 
0.07 	 -17.1263 
0.08 	 -16.2705 
0.09 	 -15.5182 
0.1 	 -14.8475 
0.11 	 -14.2428 
0.12 	 -13.6927 
0.13 	 -13.1883 
0.14 	 -12.7228 
0.15 	 -12.291 
0.16 	 -11.8885 
0.17 	 -11.5117 
0.18 	 -11.1576 
0.19 	 -10.8238 
0.2 	 -10.5083 
0.21 	 -10.2092 
0.22 	 -9.925 
0.23 	 -9.65441 
0.24 	 -9.39624 
0.25 	 -9.14948 
0.26 	 -8.91325 
0.27 	 -8.68674 
0.28 	 -8.46925 
0.29 	 -8.26014 
0.3 	 -8.05884 
0.31 	 -7.86485 
0.32 	 -7.6777 
0.33 	 -7.49697 
0.34 	 -7.32227 
0.35 	 -7.15326 
0.36 	 -6.98961 
0.37 	 -6.83103 
0.38 	 -6.67726 
0.39 	 -6.52803 
0.4 	 -6.38312 
0.41 	 -6.24232 
0.42 	 -6.10543 
0.43 	 -5.97227 
0.44 	 -5.84266 
0.45 	 -5.71644 
0.46 	 -5.59346 
0.47 	 -5.4736 
0.48 	 -5.3567 
0.49 	 -5.24266 
0.5 	 -5.13136 
0.51 	 -5.02268 
0.52 	 -4.91653 
0.53 	 -4.81281 
0.54 	 -4.71143 
0.55 	 -4.6123 
0.56 	 -4.51534 
0.57 	 -4.42048 
0.58 	 -4.32764 
0.59 	 -4.23675 
0.6 	 -4.14775 
0.61 	 -4.06058 
0.62 	 -3.97517 
0.63 	 -3.89147 
0.64 	 -3.80943 
0.65 	 -3.72898 
0.66 	 -3.6501 
0.67 	 -3.57272 
0.68 	 -3.49681 
0.69 	 -3.42232 
0.7 	 -3.3492 
0.71 	 -3.27743 
0.72 	 -3.20696 
0.73 	 -3.13776 
0.74 	 -3.06979 
0.75 	 -3.00302 
0.76 	 -2.93742 
0.77 	 -2.87296 
0.78 	 -2.8096 
0.79 	 -2.74732 
0.8 	 -2.6861 
0.81 	 -2.6259 
0.82 	 -2.56671 
0.83 	 -2.50849 
0.84 	 -2.45123 
0.85 	 -2.39489 
0.86 	 -2.33947 
0.87 	 -2.28493 
0.88 	 -2.23126 
0.89 	 -2.17844 
0.9 	 -2.12645 
0.91 	 -2.07527 
0.92 	 -2.02489 
0.93 	 -1.97528 
0.94 	 -1.92643 
0.95 	 -1.87832 
0.96 	 -1.83094 
0.97 	 -1.78427 
0.98 	 -1.7383 
0.99 	 -1.69302 
1 	 -1.64841 
1.01 	 -1.60445 
1.02 	 -1.56114 
1.03 	 -1.51845 
1.04 	 -1.47639 
1.05 	 -1.43494 
1.06 	 -1.39408 
1.07 	 -1.3538 
1.08 	 -1.3141 
1.09 	 -1.27497 
