0 	 -inf 
0.01 	 -31.2227 
0.02 	 -26.3971 
0.03 	 -23.5826 
0.04 	 -21.5915 
0.05 	 -20.0515 
0.06 	 -18.7969 
0.07 	 -17.7393 
0.08 	 -16.8258 
0.09 	 -16.0223 
0.1 	 -15.3058 
0.11 	 -14.6595 
0.12 	 -14.0711 
0.13 	 -13.5316 
0.14 	 -13.0335 
0.15 	 -12.5711 
0.16 	 -12.1399 
0.17 	 -11.7361 
0.18 	 -11.3565 
0.19 	 -10.9985 
0.2 	 -10.6599 
0.21 	 -10.3387 
0.22 	 -10.0335 
0.23 	 -9.74271 
0.24 	 -9.46516 
0.25 	 -9.19975 
0.26 	 -8.94554 
0.27 	 -8.70167 
0.28 	 -8.4674 
0.29 	 -8.24205 
0.3 	 -8.02502 
0.31 	 -7.81576 
0.32 	 -7.61378 
0.33 	 -7.41863 
0.34 	 -7.2299 
0.35 	 -7.04723 
0.36 	 -6.87026 
0.37 	 -6.69868 
0.38 	 -6.53222 
0.39 	 -6.3706 
0.4 	 -6.21357 
0.41 	 -6.06092 
0.42 	 -5.91243 
0.43 	 -5.7679 
0.44 	 -5.62715 
0.45 	 -5.49001 
0.46 	 -5.35633 
0.47 	 -5.22595 
0.48 	 -5.09874 
0.49 	 -4.97456 
0.5 	 -4.85329 
0.51 	 -4.73482 
0.52 	 -4.61904 
0.53 	 -4.50585 
0.54 	 -4.39514 
0.55 	 -4.28683 
0.56 	 -4.18083 
0.57 	 -4.07707 
0.58 	 -3.97545 
0.59 	 -3.87591 
0.6 	 -3.77839 
0.61 	 -3.6828 
0.62 	 -3.58909 
0.63 	 -3.4972 
0.64 	 -3.40707 
0.65 	 -3.31865 
0.66 	 -3.23189 
0.67 	 -3.14673 
0.68 	 -3.06312 
0.69 	 -2.98103 
0.7 	 -2.90041 
0.71 	 -2.82121 
0.72 	 -2.74341 
0.73 	 -2.66695 
0.74 	 -2.5918 
0.75 	 -2.51793 
0.76 	 -2.4453 
0.77 	 -2.37388 
0.78 	 -2.30364 
0.79 	 -2.23455 
0.8 	 -2.16658 
0.81 	 -2.0997 
0.82 	 -2.03389 
0.83 	 -1.96912 
0.84 	 -1.90536 
0.85 	 -1.84259 
0.86 	 -1.78079 
0.87 	 -1.71994 
0.88 	 -1.66001 
0.89 	 -1.60098 
0.9 	 -1.54284 
0.91 	 -1.48556 
0.92 	 -1.42912 
0.93 	 -1.37351 
0.94 	 -1.3187 
0.95 	 -1.26469 
0.96 	 -1.21146 
0.97 	 -1.15898 
0.98 	 -1.10724 
0.99 	 -1.05623 
1 	 -1.00594 
1.01 	 -0.956344 
1.02 	 -0.907434 
1.03 	 -0.859196 
1.04 	 -0.811616 
1.05 	 -0.764684 
1.06 	 -0.718385 
1.07 	 -0.672709 
1.08 	 -0.627643 
1.09 	 -0.583177 
1.1 	 -0.539298 
1.11 	 -0.495998 
1.12 	 -0.453265 
1.13 	 -0.41109 
1.14 	 -0.369462 
1.15 	 -0.328372 
1.16 	 -0.28781 
1.17 	 -0.247768 
1.18 	 -0.208237 
1.19 	 -0.169208 
1.2 	 -0.130672 
1.21 	 -0.0926222 
1.22 	 -0.0550496 
1.23 	 -0.0179468 
1.24 	 0.018694 
1.25 	 0.0548801 
1.26 	 0.0906188 
1.27 	 0.125917 
1.28 	 0.160782 
1.29 	 0.19522 
1.3 	 0.229238 
1.31 	 0.262843 
1.32 	 0.29604 
1.33 	 0.328836 
1.34 	 0.361237 
1.35 	 0.393248 
1.36 	 0.424876 
1.37 	 0.456125 
1.38 	 0.487003 
1.39 	 0.517513 
1.4 	 0.547661 
1.41 	 0.577453 
1.42 	 0.606893 
1.43 	 0.635986 
1.44 	 0.664738 
1.45 	 0.693152 
1.46 	 0.721234 
1.47 	 0.748988 
1.48 	 0.776419 
1.49 	 0.80353 
1.5 	 0.830326 
1.51 	 0.856812 
1.52 	 0.882991 
1.53 	 0.908867 
1.54 	 0.934445 
1.55 	 0.959728 
1.56 	 0.98472 
1.57 	 1.00943 
1.58 	 1.03385 
1.59 	 1.05799 
1.6 	 1.08185 
1.61 	 1.10544 
1.62 	 1.12877 
1.63 	 1.15182 
1.64 	 1.17461 
1.65 	 1.19715 
1.66 	 1.21942 
1.67 	 1.24144 
1.68 	 1.26322 
1.69 	 1.28474 
1.7 	 1.30602 
1.71 	 1.32705 
1.72 	 1.34785 
1.73 	 1.36841 
1.74 	 1.38874 
1.75 	 1.40884 
1.76 	 1.42871 
1.77 	 1.44835 
1.78 	 1.46777 
1.79 	 1.48697 
1.8 	 1.50595 
1.81 	 1.52472 
1.82 	 1.54327 
1.83 	 1.56161 
1.84 	 1.57974 
1.85 	 1.59767 
1.86 	 1.61539 
1.87 	 1.63291 
1.88 	 1.65023 
1.89 	 1.66735 
1.9 	 1.68428 
1.91 	 1.70101 
1.92 	 1.71755 
1.93 	 1.7339 
1.94 	 1.75006 
1.95 	 1.76604 
1.96 	 1.78184 
1.97 	 1.79745 
1.98 	 1.81288 
1.99 	 1.82813 
2 	 1.84321 
2.01 	 1.85811 
2.02 	 1.87284 
2.03 	 1.8874 
2.04 	 1.90179 
2.05 	 1.91601 
2.06 	 1.93006 
2.07 	 1.94395 
2.08 	 1.95768 
2.09 	 1.97124 
2.1 	 1.98464 
2.11 	 1.99789 
2.12 	 2.01098 
2.13 	 2.02391 
2.14 	 2.03669 
2.15 	 2.04932 
2.16 	 2.06179 
2.17 	 2.07412 
2.18 	 2.08629 
2.19 	 2.09832 
2.2 	 2.11021 
2.21 	 2.12195 
2.22 	 2.13354 
2.23 	 2.145 
2.24 	 2.15631 
2.25 	 2.16749 
2.26 	 2.17853 
2.27 	 2.18942 
2.28 	 2.20019 
2.29 	 2.21082 
2.3 	 2.22132 
2.31 	 2.23168 
2.32 	 2.24191 
2.33 	 2.25202 
2.34 	 2.26199 
2.35 	 2.27184 
2.36 	 2.28156 
2.37 	 2.29115 
2.38 	 2.30062 
2.39 	 2.30997 
2.4 	 2.31919 
2.41 	 2.3283 
2.42 	 2.33728 
2.43 	 2.34614 
2.44 	 2.35489 
2.45 	 2.36352 
2.46 	 2.37203 
2.47 	 2.38042 
2.48 	 2.3887 
2.49 	 2.39687 
2.5 	 2.40493 
2.51 	 2.41287 
2.52 	 2.4207 
2.53 	 2.42842 
2.54 	 2.43603 
2.55 	 2.44354 
2.56 	 2.45094 
2.57 	 2.45823 
2.58 	 2.46541 
2.59 	 2.47249 
2.6 	 2.47946 
2.61 	 2.48633 
2.62 	 2.4931 
2.63 	 2.49977 
2.64 	 2.50634 
2.65 	 2.5128 
2.66 	 2.51917 
2.67 	 2.52544 
2.68 	 2.53161 
2.69 	 2.53768 
2.7 	 2.54365 
2.71 	 2.54953 
2.72 	 2.55532 
2.73 	 2.56101 
2.74 	 2.5666 
2.75 	 2.5721 
2.76 	 2.57751 
2.77 	 2.58283 
2.78 	 2.58806 
2.79 	 2.5932 
2.8 	 2.59825 
2.81 	 2.6032 
2.82 	 2.60807 
2.83 	 2.61285 
2.84 	 2.61755 
2.85 	 2.62216 
2.86 	 2.62668 
2.87 	 2.63111 
2.88 	 2.63547 
2.89 	 2.63973 
2.9 	 2.64392 
2.91 	 2.64802 
2.92 	 2.65203 
