-10 0.0402412 -0.31468
-9.95 0.0893466 -0.304815
-9.9 0.136235 -0.287384
-9.85 0.17976 -0.262853
-9.8 0.218867 -0.231863
-9.75 0.252625 -0.195203
-9.7 0.280238 -0.153794
-9.65 0.301069 -0.108662
-9.6 0.314652 -0.0609129
-9.55 0.320698 -0.0117037
-9.5 0.319103 0.0377854
-9.45 0.309945 0.08638
-9.4 0.293478 0.132939
-9.35 0.270127 0.176381
-9.3 0.240474 0.215708
-9.25 0.20524 0.250031
-9.2 0.165268 0.278584
-9.15 0.121501 0.300742
-9.1 0.0749599 0.316035
-9.05 0.0267152 0.324151
-9 -0.0221337 0.324947
-8.95 -0.0704866 0.318446
-8.9 -0.117266 0.304832
-8.85 -0.161443 0.284449
-8.8 -0.202054 0.257782
-8.75 -0.23823 0.225455
-8.7 -0.269205 0.188204
-8.65 -0.294335 0.146866
-8.6 -0.313112 0.102356
-8.55 -0.32517 0.0556496
-8.5 -0.33029 0.00775444
-8.45 -0.328404 -0.0403063
-8.4 -0.319592 -0.087518
-8.35 -0.30408 -0.132896
-8.3 -0.282232 -0.175506
-8.25 -0.254536 -0.214481
-8.2 -0.221599 -0.24904
-8.15 -0.184127 -0.278504
-8.1 -0.142908 -0.302303
-8.05 -0.0987996 -0.319992
-8 -0.0527051 -0.331252
-7.95 -0.00555721 -0.335898
-7.9 0.0417019 -0.333879
-7.85 0.0881397 -0.325276
-7.8 0.132852 -0.310301
-7.75 0.174978 -0.289283
-7.7 0.21372 -0.26267
-7.65 0.248356 -0.231008
-7.6 0.27825 -0.194934
-7.55 0.302867 -0.155161
-7.5 0.321776 -0.112463
-7.45 0.334661 -0.0676596
-7.4 0.341324 -0.0215965
-7.35 0.341681 0.0248664
-7.3 0.33577 0.0708741
-7.25 0.323741 0.115591
-7.2 0.305852 0.158217
-7.15 0.282465 0.198001
-7.1 0.254036 0.234251
-7.05 0.221105 0.26635
-7 0.184281 0.293762
-6.95 0.144236 0.316041
-6.9 0.101688 0.332838
-6.85 0.0573874 0.343901
-6.8 0.0121045 0.349084
-6.75 -0.0333848 0.348341
-6.7 -0.0783125 0.341728
-6.65 -0.121931 0.329398
-6.6 -0.163526 0.3116
-6.55 -0.202428 0.288667
-6.5 -0.23802 0.261013
-6.45 -0.269751 0.229122
-6.4 -0.297138 0.193541
-6.35 -0.319777 0.154867
-6.3 -0.337348 0.113737
-6.25 -0.349612 0.0708169
-6.2 -0.356421 0.0267908
-6.15 -0.357713 -0.0176509
-6.1 -0.353512 -0.0618225
-6.05 -0.343926 -0.105053
-6 -0.329145 -0.146698
-5.95 -0.309433 -0.186146
-5.9 -0.285123 -0.22283
-5.85 -0.256612 -0.256231
-5.8 -0.224352 -0.28589
-5.75 -0.188842 -0.31141
-5.7 -0.15062 -0.332458
-5.65 -0.110254 -0.348775
-5.6 -0.0683307 -0.360172
-5.55 -0.0254514 -0.366533
-5.5 0.0177815 -0.367813
-5.45 0.0607712 -0.364043
-5.4 0.102935 -0.355317
-5.35 0.143711 -0.3418
-5.3 0.182568 -0.323716
-5.25 0.219009 -0.301347
-5.2 0.25258 -0.275027
-5.15 0.282872 -0.245135
-5.1 0.309526 -0.212089
-5.05 0.332238 -0.176342
-5 0.350761 -0.138369
-4.95 0.364904 -0.0986681
-4.9 0.374536 -0.0577466
-4.85 0.379585 -0.0161174
-4.8 0.380037 0.0257078
-4.75 0.375932 0.0672257
-4.7 0.367367 0.107947
-4.65 0.35449 0.147402
-4.6 0.337496 0.185146
-4.55 0.316624 0.220763
-4.5 0.292153 0.253873
-4.45 0.264398 0.284129
-4.4 0.233703 0.311229
-4.35 0.20044 0.334908
-4.3 0.164998 0.354949
-4.25 0.127783 0.371178
-4.2 0.0892108 0.383467
-4.15 0.0497019 0.391734
-4.1 0.00967698 0.39594
-4.05 -0.0304479 0.396091
-4 -0.0702655 0.392235
-3.95 -0.109382 0.384459
-3.9 -0.14742 0.372891
-3.85 -0.184022 0.357689
-3.8 -0.218856 0.339046
-3.75 -0.251613 0.317185
-3.7 -0.282013 0.292353
-3.65 -0.309807 0.264817
-3.6 -0.334777 0.234866
-3.55 -0.356737 0.202803
-3.5 -0.375534 0.16894
-3.45 -0.391047 0.133599
-3.4 -0.40319 0.0971062
-3.35 -0.411909 0.0597877
-3.3 -0.417181 0.021968
-3.25 -0.419013 -0.0160336
-3.2 -0.417443 -0.0539058
-3.15 -0.412536 -0.0913478
-3.1 -0.404382 -0.128072
-3.05 -0.393096 -0.163804
-3 -0.378814 -0.19829
-2.95 -0.361693 -0.231289
-2.9 -0.341905 -0.262585
-2.85 -0.31964 -0.291979
-2.8 -0.295098 -0.319294
-2.75 -0.268491 -0.344376
-2.7 -0.240038 -0.367092
-2.65 -0.209966 -0.387332
-2.6 -0.178502 -0.405008
-2.55 -0.145879 -0.420053
-2.5 -0.112325 -0.432422
-2.45 -0.0780689 -0.44209
-2.4 -0.0433341 -0.449052
-2.35 -0.00833875 -0.453321
-2.3 0.0267063 -0.454928
-2.25 0.0615987 -0.453921
-2.2 0.0961454 -0.450361
-2.15 0.130164 -0.444325
