iteration:   35 	 A=5.1561 	  T=2.68878 	  B=1.09673 	  function:2.9901 	  size:0.0874935
iteration:   36 	 A=5.1561 	  T=2.68878 	  B=1.09673 	  function:2.9901 	  size:0.0874935
iteration:   37 	 A=5.1561 	  T=2.68878 	  B=1.09673 	  function:2.9901 	  size:0.0529245
iteration:   38 	 A=5.1561 	  T=2.68878 	  B=1.09673 	  function:2.9901 	  size:0.0495465
iteration:   39 	 A=5.1561 	  T=2.68878 	  B=1.09673 	  function:2.9901 	  size:0.0428606
iteration:   40 	 A=5.1561 	  T=2.68878 	  B=1.09673 	  function:2.9901 	  size:0.0428606
iteration:   41 	 A=5.11901 	  T=2.74945 	  B=1.07403 	  function:2.97785 	  size:0.0316383
iteration:   42 	 A=5.11901 	  T=2.74945 	  B=1.07403 	  function:2.97785 	  size:0.0297099
iteration:   43 	 A=5.12017 	  T=2.71873 	  B=1.08757 	  function:2.97379 	  size:0.0281941
iteration:   44 	 A=5.13798 	  T=2.71076 	  B=1.08966 	  function:2.97309 	  size:0.0176128
iteration:   45 	 A=5.13798 	  T=2.71076 	  B=1.08966 	  function:2.97309 	  size:0.0176128
iteration:   46 	 A=5.12437 	  T=2.73341 	  B=1.08011 	  function:2.97097 	  size:0.0113308
iteration:   47 	 A=5.12437 	  T=2.73341 	  B=1.08011 	  function:2.97097 	  size:0.0111133
iteration:   48 	 A=5.12437 	  T=2.73341 	  B=1.08011 	  function:2.97097 	  size:0.0111133
iteration:   49 	 A=5.13475 	  T=2.71878 	  B=1.08566 	  function:2.97002 	  size:0.00851374
A=5.13475 	 T=2.71878 	 B=1.08566
